time,cidade,regiao,temp_c,feelslike_c,humidity,precip_mm,wind_kph,pressure_mb,uv,vis_km,condicao,is_day
2027-02-11 07:00:00,Porto Alegre,Sul,22.4,30.1,87,1.4,10.7,1014.5,5,8.0,Chuva leve,1
2027-02-11 08:00:00,Porto Alegre,Norte,14.9,25.4,88,2.5,12.8,1015.7,5,8.3,Ensolarado,1
2027-02-11 09:00:00,Porto Alegre,Norte,23.8,27.5,98,1.0,12.2,1015.0,11,9.7,Parcialmente nublado,1
2027-02-11 10:00:00,São Paulo,Sul,31.3,27.1,91,0.2,12.8,1017.4,11,8.3,Chuva leve,0
2027-02-11 11:00:00,São Paulo,Sul,37.3,28.0,99,0.2,10.7,1009.4,0,7.4,Chuva leve,0
2027-02-11 12:00:00,São Paulo,Sul,31.6,27.5,73,1.5,14.7,1017.6,1,5.9,Ensolarado,0
2027-02-11 13:00:00,São Paulo,Sul,30.3,26.5,96,3.1,10.3,1013.2,9,5.8,Ensolarado,0
2027-02-11 14:00:00,Capanema,Sul,23.1,23.2,71,2.1,9.0,1016.5,10,4.8,Neblina,0
2027-02-11 15:00:00,São Paulo,Sul,36.5,32.0,48,3.5,11.9,1005.2,4,8.8,Parcialmente nublado,0
2027-02-11 16:00:00,Belo Horizonte,Sudeste,28.4,27.5,48,2.2,11.2,1015.0,5,6.0,Chuva leve,1
2027-02-11 17:00:00,Porto Alegre,Sudeste,28.6,25.4,48,1.6,12.2,1021.2,3,8.0,Ensolarado,1
2027-02-11 18:00:00,Capanema,Sul,28.1,21.3,46,8.3,8.6,1010.5,7,10.2,Parcialmente nublado,0
2027-02-11 19:00:00,São Paulo,Norte,19.2,31.1,97,3.9,6.6,1016.8,6,2.6,Tempestade,1
2027-02-11 20:00:00,Porto Alegre,Sudeste,26.9,22.8,81,0.7,12.1,1001.4,7,7.3,Tempestade,1
2027-02-11 21:00:00,Capanema,Sudeste,17.7,28.8,87,0.2,6.7,1011.8,4,6.0,Ensolarado,0
2027-02-11 22:00:00,Porto Alegre,Norte,29.1,26.2,93,4.2,5.6,1022.0,11,7.3,Nublado,0
2027-02-11 23:00:00,Capanema,Sudeste,26.7,29.6,45,0.3,7.4,1004.4,3,7.4,Neblina,1
2027-02-12 00:00:00,Manaus,Sudeste,21.8,33.3,73,2.4,10.1,1017.9,7,11.6,Ensolarado,1
2027-02-12 01:00:00,Capanema,Sul,30.6,23.0,73,0.3,4.5,1016.2,8,5.6,Nublado,1
2027-02-12 02:00:00,São Paulo,Sudeste,23.2,22.5,65,2.0,7.2,1011.6,11,7.7,Nublado,0
2027-02-12 03:00:00,Porto Alegre,Sudeste,23.3,28.6,79,5.8,4.6,1013.8,5,6.2,Ensolarado,0
2027-02-12 04:00:00,Porto Alegre,Sudeste,27.7,31.8,43,2.6,10.0,1009.5,9,8.1,Nublado,0
2027-02-12 05:00:00,Porto Alegre,Sul,24.9,25.8,85,1.2,7.2,1004.1,3,9.5,Chuva leve,0
2027-02-12 06:00:00,Belo Horizonte,Norte,26.2,26.9,55,0.0,13.0,1001.2,9,8.7,Nublado,1
2027-02-12 07:00:00,Belo Horizonte,Norte,30.2,21.4,71,4.7,11.0,998.3,4,10.8,Tempestade,1
2027-02-12 08:00:00,São Paulo,Norte,21.3,31.1,49,1.9,11.6,1008.5,6,7.8,Parcialmente nublado,1
2027-02-12 09:00:00,Manaus,Norte,20.9,27.3,51,7.7,7.5,1006.7,0,8.6,Ensolarado,0
2027-02-12 10:00:00,Belo Horizonte,Sudeste,23.8,31.0,63,0.9,10.7,1023.5,0,10.9,Parcialmente nublado,0
2027-02-12 11:00:00,Capanema,Sul,24.7,28.2,46,0.4,6.3,1019.2,6,7.2,Tempestade,0
2027-02-12 12:00:00,São Paulo,Sul,28.2,26.3,66,0.1,13.9,1006.1,5,10.4,Ensolarado,0
2027-02-12 13:00:00,Manaus,Sudeste,34.7,31.1,99,2.5,6.5,1002.2,0,7.6,Parcialmente nublado,0
2027-02-12 14:00:00,Capanema,Norte,24.8,27.7,97,1.0,11.8,1006.6,0,8.9,Ensolarado,1
2027-02-12 15:00:00,Porto Alegre,Sul,25.2,21.8,70,0.1,5.6,1012.2,4,8.7,Neblina,0
2027-02-12 16:00:00,Belo Horizonte,Sudeste,21.7,30.5,97,2.1,0.8,1022.8,5,7.3,Parcialmente nublado,0
2027-02-12 17:00:00,Capanema,Sudeste,21.1,32.6,86,0.5,9.4,1003.6,11,9.2,Tempestade,0
2027-02-12 18:00:00,Manaus,Sudeste,28.4,24.1,66,0.3,9.4,998.1,7,9.4,Parcialmente nublado,0
2027-02-12 19:00:00,São Paulo,Sudeste,25.2,26.7,71,0.3,5.8,1006.5,8,7.1,Nublado,1
2027-02-12 20:00:00,Capanema,Sul,31.2,35.0,60,2.1,4.8,1024.0,10,7.7,Tempestade,0
2027-02-12 21:00:00,São Paulo,Sudeste,30.7,25.7,70,1.1,6.0,1016.0,4,7.1,Neblina,1
2027-02-12 22:00:00,Porto Alegre,Sul,29.3,22.8,64,0.1,4.7,1015.1,6,7.1,Ensolarado,0
2027-02-12 23:00:00,Manaus,Sudeste,17.7,24.6,54,2.3,8.1,1001.2,9,8.5,Tempestade,1
2027-02-13 00:00:00,Manaus,Sudeste,28.4,25.8,90,0.2,9.2,1020.1,3,8.9,Nublado,1
2027-02-13 01:00:00,Belo Horizonte,Sul,20.3,31.6,48,1.1,8.1,1034.9,3,8.5,Chuva leve,0
2027-02-13 02:00:00,Manaus,Sudeste,15.6,25.3,75,3.3,8.9,1015.4,3,7.1,Ensolarado,0
2027-02-13 03:00:00,Capanema,Norte,26.1,30.1,91,1.8,16.4,995.3,3,12.0,Neblina,0
2027-02-13 04:00:00,Capanema,Sul,31.8,28.4,43,13.1,9.1,1003.3,9,7.3,Parcialmente nublado,0
2027-02-13 05:00:00,Capanema,Sul,28.6,27.3,74,1.3,9.5,1019.4,7,12.1,Ensolarado,0
2027-02-13 06:00:00,Porto Alegre,Sudeste,20.6,27.1,48,0.2,9.9,1010.4,6,7.2,Neblina,0
2027-02-13 07:00:00,Manaus,Sul,39.0,18.0,75,1.5,4.4,1012.7,0,9.4,Parcialmente nublado,0
2027-02-13 08:00:00,Manaus,Sul,29.1,29.0,58,10.1,8.0,1007.7,6,5.8,Chuva leve,1
2027-02-13 09:00:00,Capanema,Norte,20.8,31.6,73,3.1,8.2,1005.7,0,9.4,Tempestade,0
2027-02-13 10:00:00,Belo Horizonte,Sul,14.8,24.6,76,2.2,3.9,1020.1,11,6.3,Chuva leve,1
2027-02-13 11:00:00,Belo Horizonte,Norte,24.0,31.8,84,1.1,5.8,1029.7,2,7.0,Ensolarado,0
2027-02-13 12:00:00,Manaus,Sul,15.2,25.4,97,7.9,7.9,991.5,7,4.6,Neblina,1
2027-02-13 13:00:00,Manaus,Norte,19.9,26.7,61,1.3,10.4,1029.6,4,7.9,Tempestade,1
2027-02-13 14:00:00,São Paulo,Sul,16.5,28.0,57,1.8,9.1,1008.7,4,4.9,Ensolarado,1
2027-02-13 15:00:00,Manaus,Sul,21.2,32.5,97,2.5,14.2,984.0,7,8.6,Tempestade,0
2027-02-13 16:00:00,Capanema,Norte,22.3,19.4,40,0.7,9.3,1024.8,9,11.3,Neblina,0
2027-02-13 17:00:00,Porto Alegre,Norte,20.6,29.8,78,3.2,7.8,1011.3,10,7.2,Nublado,1
2027-02-13 18:00:00,Manaus,Norte,36.5,28.3,87,3.6,11.2,992.1,0,6.3,Neblina,1
2027-02-13 19:00:00,Manaus,Sul,24.1,29.4,49,2.7,13.2,1015.9,3,5.3,Ensolarado,1
2027-02-13 20:00:00,Capanema,Sudeste,31.6,26.6,51,1.1,11.7,1010.9,10,8.5,Parcialmente nublado,0
2027-02-13 21:00:00,São Paulo,Sudeste,27.8,25.7,99,3.9,5.4,1013.0,7,9.1,Chuva leve,1
2027-02-13 22:00:00,Manaus,Sul,24.0,35.3,70,1.2,9.6,1018.7,3,5.0,Tempestade,0
2027-02-13 23:00:00,Belo Horizonte,Sul,22.6,24.5,90,1.0,11.6,1037.7,11,8.1,Neblina,1
2027-02-14 00:00:00,Belo Horizonte,Norte,31.8,27.1,65,0.2,13.4,994.7,7,9.6,Parcialmente nublado,1
2027-02-14 01:00:00,Belo Horizonte,Norte,19.8,35.2,91,7.1,8.0,1013.2,11,9.9,Tempestade,1
2027-02-14 02:00:00,Porto Alegre,Norte,21.9,30.8,40,2.6,8.5,1016.9,5,11.3,Neblina,1
2027-02-14 03:00:00,Porto Alegre,Sudeste,21.8,20.3,95,1.1,13.4,1013.1,0,6.8,Ensolarado,0
2027-02-14 04:00:00,Manaus,Sul,25.4,22.4,54,1.0,10.2,1018.0,11,8.1,Tempestade,1
2027-02-14 05:00:00,Manaus,Sul,20.5,31.0,62,1.0,10.3,1032.8,10,10.2,Tempestade,0
2027-02-14 06:00:00,Manaus,Sudeste,29.7,27.3,85,2.2,8.3,1027.2,1,11.3,Nublado,0
2027-02-14 07:00:00,Porto Alegre,Norte,30.4,37.3,90,1.6,11.8,1009.5,3,7.6,Parcialmente nublado,1
2027-02-14 08:00:00,Manaus,Norte,21.4,27.8,52,2.0,5.4,1023.6,7,7.8,Chuva leve,0
2027-02-14 09:00:00,Capanema,Norte,27.6,30.1,93,0.5,9.9,1000.5,4,8.1,Ensolarado,1
2027-02-14 10:00:00,São Paulo,Norte,20.8,28.6,63,4.7,10.7,1028.3,7,8.5,Ensolarado,1
2027-02-14 11:00:00,Belo Horizonte,Sudeste,25.9,32.2,50,0.4,8.8,1013.6,1,5.2,Chuva leve,0
2027-02-14 12:00:00,Belo Horizonte,Norte,30.9,35.7,90,2.6,7.2,993.3,7,5.8,Chuva leve,1
2027-02-14 13:00:00,Capanema,Norte,25.5,28.3,51,2.0,9.5,1015.8,10,10.1,Parcialmente nublado,1
2027-02-14 14:00:00,Manaus,Sudeste,24.5,33.3,49,0.1,13.0,1016.4,6,10.1,Tempestade,1
2027-02-14 15:00:00,Porto Alegre,Norte,36.4,30.1,75,1.4,6.6,1023.4,5,7.6,Neblina,1
2027-02-14 16:00:00,Manaus,Sudeste,26.8,28.2,82,0.9,10.2,1009.4,7,5.8,Neblina,1
2027-02-14 17:00:00,Manaus,Norte,20.8,27.3,93,2.9,10.7,995.4,8,4.5,Nublado,1
2027-02-14 18:00:00,Belo Horizonte,Sul,20.4,22.1,98,0.4,11.4,1009.9,0,5.9,Parcialmente nublado,0
2027-02-14 19:00:00,Belo Horizonte,Norte,36.4,34.3,76,0.7,6.9,1022.4,4,6.0,Neblina,0
2027-02-14 20:00:00,Porto Alegre,Sul,21.3,27.5,97,2.9,13.7,1005.6,6,9.9,Tempestade,1
2027-02-14 21:00:00,Belo Horizonte,Sudeste,21.5,23.1,61,4.4,15.9,1007.3,9,7.1,Chuva leve,1
2027-02-14 22:00:00,Manaus,Norte,25.1,24.9,60,1.5,8.7,1034.1,9,9.6,Neblina,0
2027-02-14 23:00:00,Capanema,Norte,28.7,22.7,87,4.8,9.8,1007.1,3,4.1,Tempestade,1
2027-02-15 00:00:00,Porto Alegre,Norte,18.8,29.4,42,3.1,9.0,1000.0,2,8.1,Nublado,1
2027-02-15 01:00:00,Capanema,Sul,23.6,33.1,49,0.1,11.2,1020.1,9,10.5,Parcialmente nublado,0
2027-02-15 02:00:00,Manaus,Norte,18.3,24.5,50,1.4,8.6,1008.1,9,7.6,Tempestade,0
2027-02-15 03:00:00,Porto Alegre,Sudeste,24.2,22.6,41,4.3,9.0,1025.6,8,7.5,Tempestade,1
2027-02-15 04:00:00,Capanema,Norte,29.1,18.4,80,1.8,5.9,1000.4,6,7.1,Neblina,1
2027-02-15 05:00:00,Porto Alegre,Sudeste,23.7,22.7,91,0.7,8.5,1017.9,6,10.4,Nublado,0
2027-02-15 06:00:00,Manaus,Sul,34.8,22.4,51,3.6,13.1,999.5,2,7.7,Nublado,0
2027-02-15 07:00:00,Porto Alegre,Sudeste,20.8,34.5,52,1.6,9.3,1011.7,6,8.9,Ensolarado,1
2027-02-15 08:00:00,Manaus,Sul,26.1,21.0,99,1.6,6.3,1011.3,6,5.5,Parcialmente nublado,1
2027-02-15 09:00:00,Porto Alegre,Sul,31.5,29.1,42,3.4,4.9,1014.4,0,10.6,Ensolarado,1
2027-02-15 10:00:00,Porto Alegre,Sul,30.0,28.6,54,0.5,11.6,1000.7,4,9.0,Parcialmente nublado,1
2027-02-15 11:00:00,Belo Horizonte,Sudeste,38.2,26.6,59,0.6,5.7,1008.5,0,11.7,Ensolarado,0
2027-02-15 12:00:00,Manaus,Sudeste,26.6,25.4,74,3.9,11.8,1018.9,7,8.0,Neblina,1
2027-02-15 13:00:00,São Paulo,Sudeste,20.5,34.2,63,0.8,10.9,1011.9,8,6.6,Chuva leve,1
2027-02-15 14:00:00,Porto Alegre,Norte,25.4,28.5,52,0.1,9.5,999.7,5,8.5,Ensolarado,1
2027-02-15 15:00:00,Capanema,Sudeste,20.8,21.5,65,2.4,13.3,1020.7,1,9.8,Nublado,0
2027-02-15 16:00:00,Belo Horizonte,Sul,25.6,25.7,85,0.1,7.1,1014.8,6,6.9,Parcialmente nublado,0
2027-02-15 17:00:00,Belo Horizonte,Sudeste,31.2,26.5,56,8.9,14.5,1005.4,6,7.6,Tempestade,0
2027-02-15 18:00:00,Porto Alegre,Sul,28.5,24.3,81,2.5,13.6,1014.9,11,6.9,Chuva leve,1
2027-02-15 19:00:00,São Paulo,Sudeste,24.5,27.2,46,0.1,3.1,1004.5,9,10.2,Neblina,1
2027-02-15 20:00:00,Belo Horizonte,Sudeste,21.6,30.3,89,3.5,6.4,1010.2,11,7.3,Nublado,1
2027-02-15 21:00:00,Manaus,Sul,26.6,27.7,86,0.9,10.5,1024.6,1,8.4,Parcialmente nublado,1
2027-02-15 22:00:00,Porto Alegre,Sudeste,27.6,29.7,70,1.3,4.3,1017.9,6,8.1,Neblina,1
2027-02-15 23:00:00,Porto Alegre,Norte,18.7,29.3,42,0.7,8.2,1018.0,10,9.7,Chuva leve,0
2027-02-16 00:00:00,São Paulo,Norte,19.9,30.1,86,1.2,0.3,1015.0,2,9.2,Chuva leve,1
2027-02-16 01:00:00,Manaus,Sul,23.6,33.1,63,2.1,11.7,1003.6,7,5.9,Neblina,0
2027-02-16 02:00:00,Manaus,Sul,18.3,23.9,89,0.2,7.6,1013.5,4,6.9,Nublado,1
2027-02-16 03:00:00,São Paulo,Sul,15.9,20.3,57,3.2,7.8,1019.0,0,8.1,Nublado,0
2027-02-16 04:00:00,Capanema,Norte,19.8,29.7,92,1.7,7.6,1010.1,11,11.9,Parcialmente nublado,1
2027-02-16 05:00:00,Manaus,Sul,26.9,35.2,74,2.6,9.4,1019.2,6,7.6,Ensolarado,0
2027-02-16 06:00:00,Capanema,Sul,25.5,27.5,42,2.1,10.5,1014.6,6,6.4,Nublado,0
2027-02-16 07:00:00,Capanema,Norte,22.8,22.7,76,0.9,12.3,1010.1,3,7.3,Chuva leve,1
2027-02-16 08:00:00,Porto Alegre,Sul,20.3,28.8,55,0.5,11.2,1011.6,2,11.3,Parcialmente nublado,1
2027-02-16 09:00:00,Porto Alegre,Sudeste,26.8,20.5,85,0.5,6.3,1007.9,4,7.9,Chuva leve,1
2027-02-16 10:00:00,Belo Horizonte,Sudeste,26.6,27.5,42,0.0,8.4,1015.9,0,6.3,Tempestade,0
2027-02-16 11:00:00,Porto Alegre,Sudeste,31.2,19.4,85,0.3,15.4,1016.9,10,9.9,Nublado,1
2027-02-16 12:00:00,Manaus,Sudeste,12.4,24.6,78,3.6,12.0,1004.8,11,6.2,Chuva leve,0
2027-02-16 13:00:00,Manaus,Norte,16.3,36.0,95,4.5,13.4,1011.4,1,5.6,Tempestade,0
2027-02-16 14:00:00,Capanema,Sudeste,29.7,21.9,71,0.4,8.7,994.6,6,10.9,Tempestade,0
2027-02-16 15:00:00,Manaus,Sudeste,27.4,28.9,60,3.3,9.5,1026.0,10,6.4,Chuva leve,1
2027-02-16 16:00:00,Porto Alegre,Norte,29.7,29.6,50,0.6,11.0,994.0,9,9.1,Tempestade,1
2027-02-16 17:00:00,Porto Alegre,Norte,20.5,23.0,66,3.4,6.1,1003.1,3,6.9,Chuva leve,0
2027-02-16 18:00:00,Porto Alegre,Norte,23.1,33.5,70,13.6,7.0,1019.2,3,8.9,Parcialmente nublado,0
2027-02-16 19:00:00,São Paulo,Sudeste,18.6,24.8,41,0.5,8.3,1018.5,7,8.0,Chuva leve,1
2027-02-16 20:00:00,Manaus,Sul,13.3,27.2,86,1.7,9.9,1006.6,8,8.8,Ensolarado,1
2027-02-16 21:00:00,Belo Horizonte,Sul,25.7,26.8,96,0.7,9.5,1009.9,9,13.4,Tempestade,1
2027-02-16 22:00:00,Manaus,Sudeste,32.1,30.0,92,0.8,12.7,999.3,10,8.0,Ensolarado,0
2027-02-16 23:00:00,Manaus,Sul,24.2,37.1,53,2.1,11.0,1012.8,8,10.1,Ensolarado,1
2027-02-17 00:00:00,São Paulo,Sul,21.4,23.5,45,12.8,9.2,1021.5,3,8.6,Nublado,0
2027-02-17 01:00:00,Manaus,Norte,19.4,28.5,55,0.7,10.2,1021.3,2,8.5,Nublado,1
2027-02-17 02:00:00,Capanema,Sudeste,30.6,31.9,84,1.4,8.2,1027.7,11,5.2,Chuva leve,1
2027-02-17 03:00:00,Porto Alegre,Sudeste,25.4,22.9,74,2.0,9.7,1009.2,5,7.7,Tempestade,1
2027-02-17 04:00:00,Porto Alegre,Sul,25.6,25.6,62,0.0,8.2,1011.0,5,10.2,Chuva leve,0
2027-02-17 05:00:00,São Paulo,Sudeste,17.8,30.6,65,2.7,10.6,1043.7,1,6.0,Tempestade,1
2027-02-17 06:00:00,Porto Alegre,Norte,20.4,24.4,91,4.9,5.8,1023.2,1,6.8,Chuva leve,1
2027-02-17 07:00:00,Capanema,Sul,28.7,25.0,40,1.1,8.7,1017.3,7,8.6,Nublado,1
2027-02-17 08:00:00,São Paulo,Norte,22.4,15.6,61,0.5,7.0,1015.7,9,6.9,Neblina,1
2027-02-17 09:00:00,Belo Horizonte,Sul,21.7,23.8,83,4.3,11.0,1019.0,3,8.4,Tempestade,0
2027-02-17 10:00:00,Porto Alegre,Sudeste,37.5,20.1,49,0.9,12.0,1024.9,11,10.1,Parcialmente nublado,0
2027-02-17 11:00:00,Manaus,Norte,25.3,26.9,52,0.5,9.2,1029.7,1,9.1,Chuva leve,1
2027-02-17 12:00:00,Capanema,Norte,24.1,18.4,83,2.4,12.5,1014.8,2,13.3,Tempestade,0
2027-02-17 13:00:00,Capanema,Norte,24.3,25.3,56,5.8,12.0,1001.7,7,10.2,Parcialmente nublado,1
2027-02-17 14:00:00,Porto Alegre,Sul,21.6,27.6,40,7.3,9.6,1023.2,1,5.5,Ensolarado,1
2027-02-17 15:00:00,Belo Horizonte,Sul,24.6,26.2,92,2.2,5.3,1022.6,1,5.2,Parcialmente nublado,1
2027-02-17 16:00:00,Manaus,Norte,34.7,29.6,96,3.8,12.5,997.0,9,8.1,Nublado,1
2027-02-17 17:00:00,Belo Horizonte,Norte,27.1,29.2,89,2.1,9.9,1001.0,5,7.9,Tempestade,0
2027-02-17 18:00:00,Belo Horizonte,Sul,17.0,20.9,64,9.9,10.6,1003.3,3,5.5,Parcialmente nublado,1
2027-02-17 19:00:00,Porto Alegre,Sudeste,22.8,26.9,53,2.8,14.5,1003.2,1,9.4,Ensolarado,1
2027-02-17 20:00:00,Manaus,Sudeste,25.5,18.5,65,4.3,11.3,1016.4,7,10.5,Ensolarado,1
2027-02-17 21:00:00,Porto Alegre,Norte,17.5,26.3,84,3.0,11.7,1000.3,5,8.6,Neblina,0
2027-02-17 22:00:00,Porto Alegre,Sudeste,22.7,23.6,64,0.1,4.9,1006.5,5,11.1,Ensolarado,0
2027-02-17 23:00:00,Capanema,Sul,20.2,25.6,84,0.5,10.8,1002.4,5,6.0,Parcialmente nublado,1
2027-02-18 00:00:00,Porto Alegre,Sudeste,23.0,25.7,82,0.3,7.9,1003.9,10,10.2,Parcialmente nublado,0
2027-02-18 01:00:00,São Paulo,Sul,25.4,28.9,58,3.7,13.4,1015.6,1,8.2,Neblina,1
2027-02-18 02:00:00,Manaus,Norte,28.5,26.8,71,1.4,5.7,1007.6,11,8.5,Parcialmente nublado,1
2027-02-18 03:00:00,Capanema,Sudeste,19.2,24.5,63,1.5,13.4,1008.9,8,8.3,Ensolarado,0
2027-02-18 04:00:00,Manaus,Sudeste,24.6,18.6,67,4.9,12.5,1012.6,8,9.0,Tempestade,0
2027-02-18 05:00:00,Capanema,Sul,23.4,29.6,97,4.7,9.0,1018.3,11,3.8,Ensolarado,1
2027-02-18 06:00:00,São Paulo,Sul,23.9,21.8,84,0.8,11.7,1005.6,9,7.4,Ensolarado,0
2027-02-18 07:00:00,Porto Alegre,Norte,20.9,20.5,72,0.5,10.3,1033.5,2,7.4,Chuva leve,0
2027-02-18 08:00:00,Capanema,Norte,24.8,22.5,42,1.6,12.4,1033.5,4,11.6,Neblina,1
2027-02-18 09:00:00,Capanema,Sul,27.5,30.4,67,7.4,9.8,1006.7,3,8.3,Parcialmente nublado,0
2027-02-18 10:00:00,Capanema,Sul,18.0,26.4,54,0.4,12.5,1018.2,5,4.4,Ensolarado,0
2027-02-18 11:00:00,São Paulo,Norte,33.6,29.4,47,4.6,12.5,1022.2,5,9.3,Nublado,0
2027-02-18 12:00:00,Manaus,Sul,29.7,22.6,78,7.4,11.7,1014.3,9,8.9,Tempestade,1
2027-02-18 13:00:00,São Paulo,Sudeste,17.1,26.0,49,1.1,14.3,1010.7,1,6.5,Chuva leve,1
2027-02-18 14:00:00,Capanema,Norte,32.2,34.5,67,0.9,9.5,1007.3,6,6.8,Parcialmente nublado,0
2027-02-18 15:00:00,Capanema,Sudeste,32.6,25.7,98,3.4,8.3,1010.0,0,10.3,Ensolarado,1
2027-02-18 16:00:00,Porto Alegre,Sul,22.5,22.7,89,9.8,12.1,1019.4,2,11.4,Nublado,1
2027-02-18 17:00:00,São Paulo,Norte,26.0,24.8,82,2.2,4.8,1008.3,7,5.0,Neblina,0
2027-02-18 18:00:00,São Paulo,Norte,25.5,29.0,53,5.9,6.7,1020.4,9,4.9,Neblina,0
2027-02-18 19:00:00,Belo Horizonte,Norte,18.1,32.7,64,0.3,9.2,1004.1,5,9.9,Ensolarado,1
2027-02-18 20:00:00,Manaus,Sul,30.1,17.3,85,2.4,13.1,1010.0,1,8.9,Tempestade,0
2027-02-18 21:00:00,Belo Horizonte,Norte,15.6,26.1,40,3.2,12.5,1028.2,7,8.9,Neblina,0
2027-02-18 22:00:00,Belo Horizonte,Norte,26.4,24.5,44,4.2,12.4,1029.7,0,5.8,Nublado,0
2027-02-18 23:00:00,Manaus,Norte,32.8,25.6,97,3.8,15.1,1010.3,7,6.5,Ensolarado,1
2027-02-19 00:00:00,Porto Alegre,Norte,16.6,23.4,51,0.7,5.8,1013.7,9,8.8,Neblina,1
2027-02-19 01:00:00,Porto Alegre,Sul,23.5,23.2,55,1.5,8.6,1013.0,0,8.4,Nublado,0
2027-02-19 02:00:00,Manaus,Norte,30.7,22.1,78,3.4,7.1,1018.6,6,4.1,Neblina,1
2027-02-19 03:00:00,Manaus,Norte,27.0,23.4,90,1.6,6.2,1006.9,1,6.7,Nublado,0
2027-02-19 04:00:00,São Paulo,Sul,29.2,26.1,64,2.0,12.8,1015.2,8,7.1,Tempestade,0
2027-02-19 05:00:00,São Paulo,Norte,21.6,26.3,71,1.3,2.8,1011.1,10,7.1,Chuva leve,1
2027-02-19 06:00:00,São Paulo,Sudeste,20.3,29.0,85,0.4,8.6,1014.2,0,6.0,Parcialmente nublado,1
2027-02-19 07:00:00,São Paulo,Norte,24.0,27.6,92,5.8,12.1,1000.2,2,7.0,Nublado,0
2027-02-19 08:00:00,Capanema,Norte,26.3,27.4,82,1.3,6.7,1009.9,2,8.6,Tempestade,0
2027-02-19 09:00:00,Capanema,Sudeste,28.0,30.2,65,8.6,10.3,1028.3,11,7.6,Tempestade,0
2027-02-19 10:00:00,Porto Alegre,Sul,27.2,22.3,62,7.9,5.6,1016.5,8,6.7,Parcialmente nublado,0
2027-02-19 11:00:00,Capanema,Norte,29.9,24.4,57,4.0,14.9,1015.4,0,7.9,Ensolarado,1
2027-02-19 12:00:00,Capanema,Sudeste,25.6,25.1,95,1.2,7.0,1025.2,2,9.2,Ensolarado,0
2027-02-19 13:00:00,São Paulo,Sul,19.8,26.5,51,2.6,9.2,1028.6,3,12.6,Ensolarado,0
2027-02-19 14:00:00,São Paulo,Sul,18.2,30.4,96,0.7,9.8,1021.5,2,8.5,Tempestade,0
2027-02-19 15:00:00,Manaus,Sudeste,28.8,27.7,90,1.6,11.7,1007.8,2,7.8,Ensolarado,0
2027-02-19 16:00:00,São Paulo,Sul,30.0,31.4,87,2.0,7.2,1011.6,0,6.3,Chuva leve,1
2027-02-19 17:00:00,Manaus,Sul,34.9,33.1,60,0.3,9.6,1013.1,1,11.1,Neblina,1
2027-02-19 18:00:00,Manaus,Sudeste,37.1,25.2,60,1.7,10.3,1006.2,5,11.2,Tempestade,0
2027-02-19 19:00:00,Capanema,Sul,29.9,20.0,56,0.1,9.0,1022.4,9,4.9,Parcialmente nublado,1
2027-02-19 20:00:00,São Paulo,Sudeste,26.8,31.8,86,2.8,7.3,1009.6,11,7.4,Nublado,1
2027-02-19 21:00:00,Capanema,Sul,22.9,26.1,51,1.9,11.9,999.8,6,8.8,Parcialmente nublado,0
2027-02-19 22:00:00,São Paulo,Sudeste,20.6,25.9,87,2.4,9.1,1017.1,1,7.3,Tempestade,0
2027-02-19 23:00:00,Capanema,Sul,25.3,29.5,52,0.7,12.6,1006.6,7,6.4,Chuva leve,1
2027-02-20 00:00:00,Capanema,Sudeste,24.5,26.5,65,2.1,11.1,1007.9,4,9.2,Chuva leve,1
2027-02-20 01:00:00,Capanema,Norte,34.5,26.6,57,3.1,11.3,1014.3,4,8.1,Neblina,0
2027-02-20 02:00:00,Porto Alegre,Sul,27.9,27.0,43,0.8,11.0,1012.7,4,6.0,Tempestade,1
2027-02-20 03:00:00,Capanema,Sudeste,23.9,23.2,63,4.4,12.7,1025.6,11,8.9,Parcialmente nublado,0
2027-02-20 04:00:00,Belo Horizonte,Sul,20.6,23.8,82,3.3,8.3,1007.2,11,5.4,Nublado,0
2027-02-20 05:00:00,Belo Horizonte,Sul,27.7,31.1,83,0.3,9.1,1021.4,10,8.6,Tempestade,1
2027-02-20 06:00:00,Belo Horizonte,Norte,25.7,31.2,71,2.3,10.5,1026.6,7,9.1,Nublado,0
2027-02-20 07:00:00,Manaus,Sul,22.7,27.2,45,0.1,11.8,1020.3,5,7.5,Ensolarado,1
2027-02-20 08:00:00,Capanema,Sul,21.6,26.1,85,0.9,5.8,1009.6,6,9.1,Parcialmente nublado,0
2027-02-20 09:00:00,Belo Horizonte,Norte,27.7,29.6,50,2.1,10.3,1007.4,3,7.1,Tempestade,0
2027-02-20 10:00:00,Manaus,Sudeste,23.0,25.9,90,1.6,6.5,993.9,10,10.2,Tempestade,0
2027-02-20 11:00:00,Belo Horizonte,Sudeste,23.4,27.6,98,2.1,7.9,992.0,5,6.5,Tempestade,1
2027-02-20 12:00:00,São Paulo,Sudeste,22.6,34.5,41,1.2,10.6,986.8,11,7.4,Tempestade,1
2027-02-20 13:00:00,Porto Alegre,Sudeste,39.2,33.0,92,2.2,10.8,1014.4,3,3.6,Ensolarado,0
2027-02-20 14:00:00,Capanema,Sudeste,25.8,22.0,47,12.2,7.9,1014.0,7,8.1,Parcialmente nublado,0
2027-02-20 15:00:00,Porto Alegre,Sudeste,20.9,27.7,54,5.8,10.9,1010.7,2,12.3,Nublado,0
