cidade;pais_code;estado_code;estado;pais
Shintomi;JP;25;Miyazaki;Japan
Azumino;JP;26;Nagano;Japan
Chikuma;JP;26;Nagano;Japan
Murayama;JP;44;Yamagata;Japan
Minamiashigara;JP;19;Kanagawa;Japan
Rittō;JP;35;Shiga;Japan
Takashima;JP;35;Shiga;Japan
Kōka;JP;35;Shiga;Japan
Katsuragi;JP;28;Nara;Japan
Kashiba;JP;28;Nara;Japan
Ōuda-yamaguchi;JP;28;Nara;Japan
Nanto;JP;42;Toyama;Japan
Oyabe;JP;42;Toyama;Japan
Imizu;JP;42;Toyama;Japan
Kurobe-shi;JP;42;Toyama;Japan
Ebina;JP;19;Kanagawa;Japan
Tama;JP;40;Tokyo;Japan
Musashimurayama;JP;40;Tokyo;Japan
Akishima;JP;40;Tokyo;Japan
Higashiyamato;JP;40;Tokyo;Japan
Misato, Saitama;JP;34;Saitama;Japan
Niiza;JP;34;Saitama;Japan
Tonami;JP;42;Toyama;Japan
Kahoku;JP;15;Ishikawa;Japan
Kaga;JP;15;Ishikawa;Japan
Suzu;JP;15;Ishikawa;Japan
Nomimachi;JP;15;Ishikawa;Japan
Matsuura;JP;27;Nagasaki;Japan
Ōnojō;JP;07;Fukuoka;Japan
Kasuga;JP;07;Fukuoka;Japan
Aizu-Wakamatsu;JP;08;Fukushima;Japan
Minami-Sōma;JP;08;Fukushima;Japan
Iheya;JP;47;Okinawa;Japan
Kunigami;JP;47;Okinawa;Japan
Urasoe;JP;47;Okinawa;Japan
Uruma;JP;47;Okinawa;Japan
Jōsō;JP;14;Ibaraki;Japan
Midori;JP;10;Gunma;Japan
Tarama;JP;47;Okinawa;Japan
Kumejima;JP;47;Okinawa;Japan
Miyakojima;JP;47;Okinawa;Japan
Fujimino;JP;34;Saitama;Japan
Hidaka;JP;34;Saitama;Japan
Higashi-Matsuyama;JP;34;Saitama;Japan
Iruma;JP;34;Saitama;Japan
Kitamoto;JP;34;Saitama;Japan
Tsurugashima;JP;34;Saitama;Japan
Sōsa;JP;04;Chiba;Japan
Sanmu;JP;04;Chiba;Japan
Sōma;JP;08;Fukushima;Japan
Tamura;JP;08;Fukushima;Japan
Kinokawa;JP;43;Wakayama;Japan
Kumano;JP;23;Mie;Japan
Inabe;JP;23;Mie;Japan
Nasushiobara;JP;38;Tochigi;Japan
Shimotsuke;JP;38;Tochigi;Japan
Nasukarasuyama;JP;38;Tochigi;Japan
Tōmi;JP;26;Nagano;Japan
Komagane;JP;26;Nagano;Japan
Inzai;JP;04;Chiba;Japan
Isumi;JP;04;Chiba;Japan
Yachiyo;JP;04;Chiba;Japan
Tomisato;JP;04;Chiba;Japan
Ōshū;JP;16;Iwate;Japan
Rikuzen-Takata;JP;16;Iwate;Japan
Hachimantai;JP;16;Iwate;Japan
Ninohe;JP;16;Iwate;Japan
Ōsaki;JP;24;Miyagi;Japan
Higashimatsushima;JP;24;Miyagi;Japan
Kurihara;JP;24;Miyagi;Japan
Izunokuni;JP;37;Shizuoka;Japan
Izu;JP;37;Shizuoka;Japan
Kikugawa;JP;37;Shizuoka;Japan
Kosai;JP;37;Shizuoka;Japan
Susono;JP;37;Shizuoka;Japan
Omaezaki;JP;37;Shizuoka;Japan
Nikaho;JP;02;Akita;Japan
Daisen;JP;02;Akita;Japan
Oga;JP;02;Akita;Japan
Yurihonjō;JP;02;Akita;Japan
Katagami;JP;02;Akita;Japan
Kita-Akita;JP;02;Akita;Japan
Tsugaru;JP;03;Aomori;Japan
Hirakawa;JP;03;Aomori;Japan
Towada;JP;03;Aomori;Japan
Kitanagoya;JP;01;Aichi;Japan
Nisshin;JP;01;Aichi;Japan
Toyoake;JP;01;Aichi;Japan
Chita;JP;01;Aichi;Japan
Aisai;JP;01;Aichi;Japan
Yamagata;JP;09;Gifu;Japan
Hashima;JP;09;Gifu;Japan
Kaizu;JP;09;Gifu;Japan
Kani;JP;09;Gifu;Japan
Minokamo;JP;09;Gifu;Japan
Motosu;JP;09;Gifu;Japan
Gujō;JP;09;Gifu;Japan
Ena;JP;09;Gifu;Japan
Nanjō;JP;47;Okinawa;Japan
Nakagusuku;JP;47;Okinawa;Japan
Yaese;JP;47;Okinawa;Japan
Agano;JP;29;Niigata;Japan
Jōetsu;JP;29;Niigata;Japan
Minamiuonuma;JP;29;Niigata;Japan
Myoko;JP;29;Niigata;Japan
Sado;JP;29;Niigata;Japan
Tainai;JP;29;Niigata;Japan
Uonuma;JP;29;Niigata;Japan
Fujiidera;JP;32;Osaka;Japan
Habikino;JP;32;Osaka;Japan
Hannan;JP;32;Osaka;Japan
Kawachi-Nagano;JP;32;Osaka;Japan
Sayama;JP;32;Osaka;Japan
Sennan;JP;32;Osaka;Japan
Shijōnawate;JP;32;Osaka;Japan
Hokuto;JP;12;Hokkaido;Japan
Kabukicho;JP;40;Tokyo;Japan
Saitama;JP;34;Saitama;Japan
Inba;JP;04;Chiba;Japan
Niseko Town;JP;12;Hokkaido;Japan
Higashimurayama;JP;40;Tokyo;Japan
Fujikawaguchiko;JP;46;Yamanashi;Japan
Yawatahama;JP;05;Ehime;Japan
Kirishima;JP;18;Kagoshima;Japan
Erimo;JP;12;Hokkaido;Japan
Amami;JP;18;Kagoshima;Japan
Rishiri Town;JP;12;Hokkaido;Japan
Arashiyama;JP;22;Kyoto;Japan
Oda;JP;36;Shimane;Japan
Dazaifu;JP;07;Fukuoka;Japan
Amakusa;JP;21;Kumamoto;Japan
Aizu-misato Machi;JP;08;Fukushima;Japan
Ikebukuro;JP;40;Tokyo;Japan
Roppongi;JP;40;Tokyo;Japan
Kamigyō-ku;JP;22;Kyoto;Japan
Satohata;JP;24;Miyagi;Japan
Buzen;JP;07;Fukuoka;Japan
Yoshitomi;JP;07;Fukuoka;Japan
Miyako;JP;07;Fukuoka;Japan
Ikata-chō;JP;05;Ehime;Japan
Shibayama;JP;03;Aomori;Japan
Inuotose;JP;03;Aomori;Japan
Hakurōmachi;JP;03;Aomori;Japan
Furudate;JP;03;Aomori;Japan
Nakami;JP;44;Yamagata;Japan
Toyota;JP;03;Aomori;Japan
Shirasawa;JP;03;Aomori;Japan
Furukamaya;JP;03;Aomori;Japan
Tsuruta;JP;03;Aomori;Japan
Inakadate;JP;03;Aomori;Japan
Minamida;JP;16;Iwate;Japan
Shimogotō;JP;03;Aomori;Japan
Nanaku;JP;03;Aomori;Japan
Shinden;JP;34;Saitama;Japan
Fuyugi;JP;14;Ibaraki;Japan
Washinomiya;JP;34;Saitama;Japan
Sashiōgi;JP;34;Saitama;Japan
Nukui;JP;40;Tokyo;Japan
HIgashifushimi;JP;40;Tokyo;Japan
Sakai;JP;40;Tokyo;Japan
Ōizumi-gakuenchō;JP;40;Tokyo;Japan
Ōizumimachi;JP;40;Tokyo;Japan
Hikarigaoka;JP;40;Tokyo;Japan
Heiwadai;JP;40;Tokyo;Japan
Hikawadai;JP;40;Tokyo;Japan
Sakuradai;JP;40;Tokyo;Japan
Sekimachi-minami;JP;40;Tokyo;Japan
Funado;JP;40;Tokyo;Japan
Akatsuka;JP;40;Tokyo;Japan
Narimasu;JP;40;Tokyo;Japan
Takashimadaira;JP;40;Tokyo;Japan
Hasune;JP;40;Tokyo;Japan
Ukima;JP;40;Tokyo;Japan
Nagasaki;JP;40;Tokyo;Japan
Sugamo;JP;40;Tokyo;Japan
Yotsuya;JP;40;Tokyo;Japan
Saginomiya;JP;40;Tokyo;Japan
Numabukuro;JP;40;Tokyo;Japan
Sasazuka;JP;40;Tokyo;Japan
Hatsudai;JP;40;Tokyo;Japan
Kamiigusa;JP;40;Tokyo;Japan
Shimoigusa;JP;40;Tokyo;Japan
Eifuku;JP;40;Tokyo;Japan
Wakabayashi;JP;40;Tokyo;Japan
Gōtokuji;JP;40;Tokyo;Japan
Nakanobu;JP;40;Tokyo;Japan
Ebara;JP;40;Tokyo;Japan
Nakameguro;JP;40;Tokyo;Japan
Ikegami;JP;40;Tokyo;Japan
Noborito;JP;19;Kanagawa;Japan
Yurigaoka;JP;19;Kanagawa;Japan
Aobadai;JP;19;Kanagawa;Japan
Isen;JP;18;Kagoshima;Japan
Tokuwase;JP;18;Kagoshima;Japan
Misasa;JP;41;Tottori;Japan
Fujimi;JP;26;Nagano;Japan
Oshino;JP;46;Yamanashi;Japan
Mochibaru;JP;25;Miyazaki;Japan
Katashina;JP;10;Gunma;Japan
Hakuba;JP;26;Nagano;Japan
Nishida;JP;36;Shimane;Japan
Maruobara;JP;37;Shizuoka;Japan
Kawazu-ikadaba;JP;37;Shizuoka;Japan
Nakajima;JP;15;Ishikawa;Japan
Koshi;JP;42;Toyama;Japan
Wada;JP;26;Nagano;Japan
Kamitakeda;JP;26;Nagano;Japan
Hario;JP;26;Nagano;Japan
Nakano;JP;40;Tokyo;Japan
Sukekawa;JP;44;Yamagata;Japan
Nagase;JP;19;Kanagawa;Japan
Yachigoya;JP;08;Fukushima;Japan
Ide;JP;08;Fukushima;Japan
Shimomatsumoto;JP;08;Fukushima;Japan
Izumizaki;JP;08;Fukushima;Japan
Kawaharada;JP;08;Fukushima;Japan
Kitasugama;JP;08;Fukushima;Japan
Yamakiya;JP;08;Fukushima;Japan
Shimonakatsukawa;JP;08;Fukushima;Japan
Mizunashi;JP;08;Fukushima;Japan
Yagoshima;JP;08;Fukushima;Japan
Kitakata;JP;08;Fukushima;Japan
Kotake;JP;07;Fukuoka;Japan
Kamiitoda;JP;07;Fukuoka;Japan
Yamaguma;JP;07;Fukuoka;Japan
Kamiatsuma;JP;12;Hokkaido;Japan
Koumibara;JP;26;Nagano;Japan
Nakayama;JP;26;Nagano;Japan
Hirao;JP;26;Nagano;Japan
Kamikijima;JP;26;Nagano;Japan
Morishita;JP;10;Gunma;Japan
Hirobaba;JP;10;Gunma;Japan
Ōwa;JP;10;Gunma;Japan
Ogura;JP;10;Gunma;Japan
Uetake;JP;34;Saitama;Japan
Nagatoro;JP;34;Saitama;Japan
Yamata;JP;34;Saitama;Japan
Ōgushi;JP;34;Saitama;Japan
Okuno;JP;39;Tokushima;Japan
Yakami;JP;39;Tokushima;Japan
Hiragi;JP;17;Kagawa;Japan
Yono;JP;32;Osaka;Japan
Ōzato;JP;32;Osaka;Japan
Taishi;JP;32;Osaka;Japan
Kanō;JP;32;Osaka;Japan
Suibun;JP;32;Osaka;Japan
Kimokawa;JP;13;Hyōgo;Japan
Higashinaka;JP;43;Wakayama;Japan
Itogawa;JP;43;Wakayama;Japan
Nishino;JP;43;Wakayama;Japan
Takahara;JP;28;Nara;Japan
Ogawa;JP;28;Nara;Japan
Imai;JP;28;Nara;Japan
Shikitsu;JP;28;Nara;Japan
Yūzaki;JP;28;Nara;Japan
Tomondo;JP;28;Nara;Japan
Hikiso;JP;28;Nara;Japan
Kanmaki;JP;28;Nara;Japan
Takatsukadai;JP;28;Nara;Japan
Tatsuno-kita;JP;28;Nara;Japan
Fuki;JP;28;Nara;Japan
Ōnishi;JP;28;Nara;Japan
Kitaōgawara;JP;22;Kyoto;Japan
Sugai;JP;22;Kyoto;Japan
Nagaoka;JP;22;Kyoto;Japan
Sayama;JP;22;Kyoto;Japan
Tachikawa;JP;22;Kyoto;Japan
Ide;JP;22;Kyoto;Japan
Kamatsuka;JP;22;Kyoto;Japan
Saki;JP;23;Mie;Japan
Kita;JP;02;Akita;Japan
Minehama-menagata;JP;02;Akita;Japan
Fujikoto;JP;02;Akita;Japan
Kosawada;JP;02;Akita;Japan
Iijima;JP;06;Fukui;Japan
Yamada;JP;07;Fukuoka;Japan
Katanawa;JP;07;Fukuoka;Japan
Moroura;JP;33;Saga;Japan
Higashigō;JP;33;Saga;Japan
Ishinari;JP;33;Saga;Japan
Bōjo;JP;33;Saga;Japan
Nakatsukuma;JP;33;Saga;Japan
Sonobe;JP;33;Saga;Japan
Hatchō-muta;JP;07;Fukuoka;Japan
Nōkan;JP;18;Kagoshima;Japan
Nejime-kawaminan;JP;18;Kagoshima;Japan
Shiromoto;JP;18;Kagoshima;Japan
Maeda;JP;18;Kagoshima;Japan
Isshōchi;JP;21;Kumamoto;Japan
Mendahigashi;JP;21;Kumamoto;Japan
Kinoenishi;JP;21;Kumamoto;Japan
Yanase;JP;21;Kumamoto;Japan
Toi;JP;07;Fukuoka;Japan
Sue;JP;07;Fukuoka;Japan
Wakasugi;JP;07;Fukuoka;Japan
Minamichita;JP;01;Aichi;Japan
Yurigaoka;JP;07;Fukuoka;Japan
Koga;JP;07;Fukuoka;Japan
Miyaodai;JP;07;Fukuoka;Japan
Inokura;JP;07;Fukuoka;Japan
Kofu;JP;46;Yamanashi;Japan
Aka;JP;07;Fukuoka;Japan
Daigyōji;JP;07;Fukuoka;Japan
Kami;JP;07;Fukuoka;Japan
Hayakawa;JP;19;Kanagawa;Japan
Kanaishima;JP;19;Kanagawa;Japan
Sakai;JP;19;Kanagawa;Japan
Fujiyoshida;JP;46;Yamanashi;Japan
Shonai;JP;44;Yamagata;Japan
Tsushima;JP;27;Nagasaki;Japan
Kiso;JP;26;Nagano;Japan
Ozora;JP;12;Hokkaido;Japan
Nakatogari;JP;37;Shizuoka;Japan
Fushimi;JP;37;Shizuoka;Japan
Kamizawa;JP;37;Shizuoka;Japan
Nasu;JP;38;Tochigi;Japan
Kuroishi;JP;03;Aomori;Japan
Yamanaka;JP;46;Yamanashi;Japan
Narusawa;JP;46;Yamanashi;Japan
Toyone;JP;01;Aichi;Japan
Yomitan;JP;47;Okinawa;Japan
Suga-inadazutsumi;JP;19;Kanagawa;Japan
Togoshi;JP;40;Tokyo;Japan
Futaba;JP;40;Tokyo;Japan
Azabu-jūban;JP;40;Tokyo;Japan
Shibakōen;JP;40;Tokyo;Japan
Kagurazaka;JP;40;Tokyo;Japan
Waseda-tsurumakichō;JP;40;Tokyo;Japan
Shimo’ochiai;JP;40;Tokyo;Japan
Ōtsuka;JP;40;Tokyo;Japan
Zōshigaya;JP;40;Tokyo;Japan
Mejiro;JP;40;Tokyo;Japan
Kaminakazato;JP;40;Tokyo;Japan
Ōyama-higashichō;JP;40;Tokyo;Japan
Ōyama-kanaichō;JP;40;Tokyo;Japan
Ōyama-nishichō;JP;40;Tokyo;Japan
Takanodai;JP;40;Tokyo;Japan
Sekimachi-higashi;JP;40;Tokyo;Japan
Asahigaoka;JP;40;Tokyo;Japan
Igusa;JP;40;Tokyo;Japan
Asagayakita;JP;40;Tokyo;Japan
Yoyogi;JP;40;Tokyo;Japan
Motoyoyogichō;JP;40;Tokyo;Japan
Sakuragaokachō;JP;40;Tokyo;Japan
Daikan’yamachō;JP;40;Tokyo;Japan
Ebisu;JP;40;Tokyo;Japan
Sendagaya;JP;40;Tokyo;Japan
Aobadai;JP;40;Tokyo;Japan
Yūtenji;JP;40;Tokyo;Japan
Jiyūgaoka;JP;40;Tokyo;Japan
Inokashira;JP;40;Tokyo;Japan
Hibarigaoka;JP;40;Tokyo;Japan
Iidabashi;JP;40;Tokyo;Japan
Kōraku;JP;40;Tokyo;Japan
Myōden;JP;04;Chiba;Japan
Baraki;JP;04;Chiba;Japan
Ichikawa-minami;JP;04;Chiba;Japan
Funabori;JP;40;Tokyo;Japan
Ichinoe;JP;40;Tokyo;Japan
Hirai;JP;40;Tokyo;Japan
Mizue;JP;40;Tokyo;Japan
Horikiri;JP;40;Tokyo;Japan
Oshiage;JP;40;Tokyo;Japan
Mabashi;JP;04;Chiba;Japan
Minaminagareyama;JP;04;Chiba;Japan
Daiba;JP;40;Tokyo;Japan
Aomi;JP;40;Tokyo;Japan
Monzen-nakachō;JP;40;Tokyo;Japan
Ōjima;JP;40;Tokyo;Japan
Sumiyoshi;JP;40;Tokyo;Japan
Nihonbashi-bakurochō;JP;40;Tokyo;Japan
Iwamotochō;JP;40;Tokyo;Japan
Kanda-awajichō;JP;40;Tokyo;Japan
Kanda-jinbōchō;JP;40;Tokyo;Japan
Asakusabashi;JP;40;Tokyo;Japan
Senzoku;JP;40;Tokyo;Japan
Iriya;JP;40;Tokyo;Japan
Machiya;JP;40;Tokyo;Japan
Sendagi;JP;40;Tokyo;Japan
Yushima;JP;40;Tokyo;Japan
Matsubushi;JP;34;Saitama;Japan
Gamō;JP;34;Saitama;Japan
Toneri;JP;40;Tokyo;Japan
Ōgi;JP;40;Tokyo;Japan
Umejima;JP;40;Tokyo;Japan
Takenotsuka;JP;40;Tokyo;Japan
Rokuchō;JP;40;Tokyo;Japan
Aoi;JP;40;Tokyo;Japan
Kosuge;JP;40;Tokyo;Japan
Motobu;JP;47;Okinawa;Japan
Jūjō-nakahara;JP;40;Tokyo;Japan
Kamiya;JP;40;Tokyo;Japan
Tokiwadai;JP;40;Tokyo;Japan
Noshio;JP;40;Tokyo;Japan
Miyoshidai;JP;34;Saitama;Japan
Furuya-hongō;JP;34;Saitama;Japan
Dōjō;JP;34;Saitama;Japan
Buzō;JP;34;Saitama;Japan
Sugita;JP;19;Kanagawa;Japan
Nishiawakura;JP;31;Okayama;Japan
Motona;JP;04;Chiba;Japan
Enokichō;JP;19;Kanagawa;Japan
Idogaya-kamimachi;JP;19;Kanagawa;Japan
Minatomirai;JP;19;Kanagawa;Japan
Shinkoyasu;JP;19;Kanagawa;Japan
Kamikawa;JP;13;Hyōgo;Japan
Eniwa;JP;12;Hokkaido;Japan
Hongō;JP;04;Chiba;Japan
Ushigome;JP;04;Chiba;Japan
Kawasugaya;JP;04;Chiba;Japan
Nagadomi;JP;04;Chiba;Japan
Shimada;JP;21;Kumamoto;Japan
Nakamatsu;JP;21;Kumamoto;Japan
Kawahara;JP;21;Kumamoto;Japan
Tagami;JP;29;Niigata;Japan
Okino;JP;21;Kumamoto;Japan
Wakasu;JP;21;Kumamoto;Japan
Tsurui;JP;12;Hokkaido;Japan
Minami-Alps;JP;46;Yamanashi;Japan
Uejima;JP;21;Kumamoto;Japan
Samata;JP;21;Kumamoto;Japan
Yamada;JP;21;Kumamoto;Japan
Ubuyama;JP;21;Kumamoto;Japan
Akababa;JP;21;Kumamoto;Japan
Arao;JP;21;Kumamoto;Japan
Nagaoda;JP;21;Kumamoto;Japan
Miyota;JP;26;Nagano;Japan
Ukiha;JP;07;Fukuoka;Japan
Nagawa;JP;26;Nagano;Japan
Iga;JP;23;Mie;Japan
Kihoku;JP;23;Mie;Japan
Kuwana;JP;23;Mie;Japan
Matsusaka;JP;23;Mie;Japan
Minamiise;JP;23;Mie;Japan
Yonedacho Sendo;JP;13;Hyōgo;Japan
Hokuto;JP;46;Yamanashi;Japan
Fujimino;JP;34;Saitama;Japan
Himi;JP;42;Toyama;Japan
Takizawa;JP;16;Iwate;Japan
Tōon;JP;05;Ehime;Japan
Yasu;JP;35;Shiga;Japan
Yame;JP;07;Fukuoka;Japan
Yamatokōriyama;JP;28;Nara;Japan
Yamato;JP;19;Kanagawa;Japan
Yamanashi;JP;46;Yamanashi;Japan
Tosashimizu;JP;20;Kochi;Japan
Toda;JP;34;Saitama;Japan
Taku;JP;33;Saga;Japan
Taketa;JP;30;Oita;Japan
Takasago;JP;13;Hyōgo;Japan
Tachikawa;JP;40;Tokyo;Japan
Shimonoseki;JP;45;Yamaguchi;Japan
Saito;JP;25;Miyazaki;Japan
Sagamihara;JP;19;Kanagawa;Japan
Ogōri;JP;07;Fukuoka;Japan
Ogi;JP;33;Saga;Japan
Nagakute;JP;01;Aichi;Japan
Munakata;JP;07;Fukuoka;Japan
Mitoyo;JP;17;Kagawa;Japan
Mimasaka;JP;31;Okayama;Japan
Kunitachi;JP;40;Tokyo;Japan
Miyake;JP;40;Tokyo;Japan
Hachijō;JP;40;Tokyo;Japan
Ōshima;JP;40;Tokyo;Japan
Ogasawara;JP;40;Tokyo;Japan
Kizugawa;JP;22;Kyoto;Japan
Kawanishi;JP;13;Hyōgo;Japan
Katano;JP;32;Osaka;Japan
Hyūga;JP;25;Miyazaki;Japan
Sakai;JP;06;Fukui;Japan
Higashihiroshima;JP;11;Hiroshima;Japan
Higashikurume;JP;40;Tokyo;Japan
Hamura;JP;40;Tokyo;Japan
Funabashi;JP;04;Chiba;Japan
Fuji-yoshida;JP;46;Yamanashi;Japan
Fuchū;JP;40;Tokyo;Japan
Fujimi;JP;34;Saitama;Japan
Chikugo;JP;07;Fukuoka;Japan
Sanuki;JP;17;Kagawa;Japan
Ayase;JP;19;Kanagawa;Japan
Arida;JP;43;Wakayama;Japan
Shikaoi;JP;12;Hokkaido;Japan
Aira;JP;18;Kagoshima;Japan
Ama;JP;01;Aichi;Japan
Fukaya;JP;34;Saitama;Japan
Kodaira;JP;40;Tokyo;Japan
Nishitōkyō;JP;40;Tokyo;Japan
Nanyō;JP;44;Yamagata;Japan
Kakogawa;JP;13;Hyōgo;Japan
Kan’onji;JP;17;Kagawa;Japan
Katō;JP;13;Hyōgo;Japan
Mine;JP;45;Yamaguchi;Japan
Hida;JP;09;Gifu;Japan
Kiyose;JP;40;Tokyo;Japan
Jōyō;JP;22;Kyoto;Japan
Yatomi;JP;01;Aichi;Japan
Tome;JP;24;Miyagi;Japan
Kamagaya;JP;04;Chiba;Japan
Ebino;JP;25;Miyazaki;Japan
Isa;JP;18;Kagoshima;Japan
Ako;JP;13;Hyōgo;Japan
Bizen;JP;31;Okayama;Japan
Higashiōmi;JP;35;Shiga;Japan
Nakatsu;JP;30;Oita;Japan
Usa;JP;30;Oita;Japan
Etajima;JP;11;Hiroshima;Japan
Shimanto;JP;20;Kochi;Japan
Tatsuno;JP;13;Hyōgo;Japan
Iki;JP;27;Nagasaki;Japan
Tosa;JP;20;Kochi;Japan
Tsuru;JP;46;Yamanashi;Japan
Nankoku;JP;20;Kochi;Japan
Aki-takata;JP;11;Hiroshima;Japan
Seiyo;JP;05;Ehime;Japan
Awa;JP;39;Tokushima;Japan
Yatsushiro;JP;21;Kumamoto;Japan
Kai;JP;46;Yamanashi;Japan
Sakura;JP;38;Tochigi;Japan
Awaji;JP;13;Hyōgo;Japan
Warabi;JP;34;Saitama;Japan
Miyoshi;JP;01;Aichi;Japan
Itoshima;JP;07;Fukuoka;Japan
Yufu;JP;30;Oita;Japan
Akiruno;JP;40;Tokyo;Japan
Shikokuchūō;JP;05;Ehime;Japan
Ureshino;JP;33;Saga;Japan
Narashino;JP;04;Chiba;Japan
Minamibōsō;JP;04;Chiba;Japan
Ōamishirasato;JP;04;Chiba;Japan
Sodegaura;JP;04;Chiba;Japan
Echizen;JP;06;Fukui;Japan
Kama;JP;07;Fukuoka;Japan
Miyama;JP;07;Fukuoka;Japan
Miyawaka;JP;07;Fukuoka;Japan
Shirakawa;JP;08;Fukushima;Japan
Mizuho;JP;09;Gifu;Japan
Yamagata;JP;09;Gifu;Japan
Shibetsu;JP;12;Hokkaido;Japan
Asago;JP;13;Hyōgo;Japan
Kasai;JP;13;Hyōgo;Japan
Minamiawaji;JP;13;Hyōgo;Japan
Sanda;JP;13;Hyōgo;Japan
Shisō;JP;13;Hyōgo;Japan
Tanba;JP;13;Hyōgo;Japan
Nomi;JP;15;Ishikawa;Japan
Tōkai;JP;01;Aichi;Japan
Higashikagawa;JP;17;Kagawa;Japan
Minamikyushu;JP;18;Kagoshima;Japan
Minamisatsuma;JP;18;Kagoshima;Japan
Soo;JP;18;Kagoshima;Japan
Ebina;JP;19;Kanagawa;Japan
Kami;JP;20;Kochi;Japan
Kōnan;JP;20;Kochi;Japan
Muroto;JP;20;Kochi;Japan
Kōshi;JP;21;Kumamoto;Japan
Uki;JP;21;Kumamoto;Japan
Kyōtanabe;JP;22;Kyoto;Japan
Kyōtango;JP;22;Kyoto;Japan
Nantan;JP;22;Kyoto;Japan
Gotō;JP;27;Nagasaki;Japan
Minamishimabara;JP;27;Nagasaki;Japan
Saikai;JP;27;Nagasaki;Japan
Unzen;JP;27;Nagasaki;Japan
Bungo-ōno;JP;30;Oita;Japan
Akaiwa;JP;31;Okayama;Japan
Maniwa;JP;31;Okayama;Japan
Setouchi;JP;31;Okayama;Japan
Izumisano;JP;32;Osaka;Japan
Ōsaka-sayama;JP;32;Osaka;Japan
Imari;JP;33;Saga;Japan
Kanzaki;JP;33;Saga;Japan
Konan;JP;35;Shiga;Japan
Yasugi;JP;36;Shimane;Japan
Nasushiobara;JP;38;Tochigi;Japan
Mima;JP;39;Tokushima;Japan
Miyoshi;JP;39;Tokushima;Japan
Yoshinogawa;JP;39;Tokushima;Japan
Inagi;JP;40;Tokyo;Japan
Koganei;JP;40;Tokyo;Japan
Komae;JP;40;Tokyo;Japan
Sanyōonoda;JP;45;Yamaguchi;Japan
Shūnan;JP;45;Yamaguchi;Japan
Chūō;JP;46;Yamanashi;Japan
Fuefuki;JP;46;Yamanashi;Japan
Kōshū;JP;46;Yamanashi;Japan
Higashiyamato;JP;40;Tokyo;Japan
Kazuno;JP;02;Akita;Japan
Unnan;JP;36;Shimane;Japan
Kunisaki;JP;30;Oita;Japan
Ichikikushikino;JP;18;Kagoshima;Japan
Asakuchi;JP;31;Okayama;Japan
Fukutsu;JP;07;Fukuoka;Japan
Asakura;JP;07;Fukuoka;Japan
Kamiamakusa;JP;21;Kumamoto;Japan
Rikuzentakata;JP;16;Iwate;Japan
Hakusan;JP;15;Ishikawa;Japan
Semboku;JP;02;Akita;Japan
Toppushi;JP;12;Hokkaido;Japan
Tajiri;JP;32;Osaka;Japan
Mizumotomachi;JP;12;Hokkaido;Japan
Tanohata;JP;16;Iwate;Japan
Niseko;JP;12;Hokkaido;Japan
Hakuraku;JP;19;Kanagawa;Japan
Yabe;JP;19;Kanagawa;Japan
Tokai;JP;14;Ibaraki;Japan
Nogi;JP;38;Tochigi;Japan
Wado;JP;34;Saitama;Japan
Ashigakubo;JP;34;Saitama;Japan
Yokoze;JP;34;Saitama;Japan
Yamabuki;JP;26;Nagano;Japan
Kamikatagiri;JP;26;Nagano;Japan
Sakakita;JP;26;Nagano;Japan
Tanokuchi;JP;37;Shizuoka;Japan
Haruta;JP;01;Aichi;Japan
Agui;JP;01;Aichi;Japan
Kaminoma;JP;01;Aichi;Japan
Kamiaso;JP;09;Gifu;Japan
Ebie;JP;32;Osaka;Japan
Minase;JP;32;Osaka;Japan
Oyamazaki;JP;22;Kyoto;Japan
Oji;JP;28;Nara;Japan
Wasa;JP;43;Wakayama;Japan
Nakaiburi;JP;43;Wakayama;Japan
Amaji;JP;13;Hyōgo;Japan
Shioiri;JP;17;Kagawa;Japan
Uchiko;JP;05;Ehime;Japan
Hikiji;JP;30;Oita;Japan
Oikawa;JP;08;Fukushima;Japan
Mitaka;JP;40;Tokyo;Japan
Nezu;JP;40;Tokyo;Japan
Akihabara;JP;40;Tokyo;Japan
Minamino;JP;40;Tokyo;Japan
Kasado;JP;23;Mie;Japan
Karibetsu;JP;12;Hokkaido;Japan
Rinkan;JP;19;Kanagawa;Japan
Heian;JP;01;Aichi;Japan
Tokugawa;JP;01;Aichi;Japan
Miyashiro;JP;34;Saitama;Japan
Nishitokorozawa;JP;34;Saitama;Japan
Shime;JP;07;Fukuoka;Japan
Tennodai;JP;04;Chiba;Japan
Ichikawa;JP;04;Chiba;Japan
Agano;JP;29;Niigata;Japan
Kinugawa Onsen;JP;38;Tochigi;Japan
Daitōchō;JP;32;Osaka;Japan
Ranzan;JP;34;Saitama;Japan
Tobishima;JP;01;Aichi;Japan
Toyoyama;JP;01;Aichi;Japan
Ōguchi;JP;01;Aichi;Japan
Fusō;JP;01;Aichi;Japan
Kōta;JP;01;Aichi;Japan
Ōharu;JP;01;Aichi;Japan
Hirokawa;JP;07;Fukuoka;Japan
Tomika;JP;09;Gifu;Japan
Sakahogi;JP;09;Gifu;Japan
Wanouchi;JP;09;Gifu;Japan
Anpachi;JP;09;Gifu;Japan
Ginan;JP;09;Gifu;Japan
Itakura;JP;10;Gunma;Japan
Kumano;JP;11;Hiroshima;Japan
