cidade;pais_code;estado_code;estado
Santiago Laollaga;MX;20;Oaxaca
Santiago Lalopa;MX;20;Oaxaca
Santiago Lachiguiri;MX;20;Oaxaca
Santiago Juxtlahuaca;MX;20;Oaxaca
Santiago Jocotepec;MX;20;Oaxaca
Jamiltepec;MX;20;Oaxaca
Santiago Ixcuintepec;MX;20;Oaxaca
Santiago Huauclilla;MX;20;Oaxaca
Santiago Huajolotitlán;MX;20;Oaxaca
Santiago del Monte;MX;15;México
Santiago de la Peña;MX;30;Veracruz
Santiago de Anaya;MX;13;Hidalgo
Santiago Cuaula;MX;29;Tlaxcala
Santiago Comaltepec;MX;20;Oaxaca
Santiago Coltzingo;MX;21;Puebla
Santiago Choápam;MX;20;Oaxaca
Santiago Chazumba;MX;20;Oaxaca
Santiago Ayuquililla;MX;20;Oaxaca
Santiago Atzitzihuacán;MX;21;Puebla
Santiago Astata;MX;20;Oaxaca
Apoala;MX;20;Oaxaca
Santiago Amoltepec;MX;20;Oaxaca
Santiago Alseseca;MX;21;Puebla
Santiago Acutzilapan;MX;15;México
Santiago Acatlán;MX;21;Puebla
Santiago Tulantepec;MX;13;Hidalgo
Santiago;MX;30;Veracruz
Santiago Tlaltepoxco;MX;13;Hidalgo
Santiago el Pinar;MX;05;Chiapas
Santa Teresa;MX;13;Hidalgo
Santa Rosa Xajay;MX;22;Querétaro
Santa Rosalía;MX;27;Tabasco
Santa Rosa;MX;30;Veracruz
Santa Rita Tlahuapan;MX;21;Puebla
Santa Rita;MX;24;San Luis Potosí
Santander Jiménez;MX;28;Tamaulipas
Santa Mónica;MX;13;Hidalgo
Santa Mónica;MX;13;Hidalgo
Santa Martha Chichihualtepec;MX;20;Oaxaca
Santa María Zoquitlán;MX;20;Oaxaca
Zaniza;MX;20;Oaxaca
Zacatepec;MX;20;Oaxaca
Santa María Yavesía;MX;20;Oaxaca
Yalina;MX;20;Oaxaca
Santa María Xonacatepec;MX;21;Puebla
Xadani;MX;20;Oaxaca
Santa María Tonameca;MX;20;Oaxaca
Tlahuitoltepec;MX;20;Oaxaca
Texcalac;MX;29;Tlaxcala
Santa María Tepantlali;MX;20;Oaxaca
Santa María Teopoxco;MX;20;Oaxaca
Temaxcaltepec;MX;20;Oaxaca
Tecomavaca;MX;20;Oaxaca
Techachalco;MX;21;Puebla
Santa María Sola;MX;20;Oaxaca
Santa María Rayón;MX;15;México
Santa María Quelites;MX;13;Hidalgo
Petapa;MX;20;Oaxaca
Nopaltepec;MX;15;México
Santa María Nduayaco;MX;20;Oaxaca
Santa María Nativitas;MX;15;México
Nativitas;MX;20;Oaxaca
Moyotzingo;MX;21;Puebla
Santa María Mazatla;MX;15;México
Santa María Tiltepec;MX;20;Oaxaca
Santa María Magdalena Cahuacán;MX;15;México
Santa Maria Macua;MX;13;Hidalgo
Santa María la Alta;MX;21;Puebla
Santa María la Asunción;MX;20;Oaxaca
Santa María Jicaltepec;MX;20;Oaxaca
Santa María Jacatepec;MX;20;Oaxaca
Santa María Ixtiyucán;MX;21;Puebla
Ipalapa;MX;20;Oaxaca
Santa María Huazolotitlán;MX;20;Oaxaca
Santa María Huatulco;MX;20;Oaxaca
Santa María Guenagati;MX;20;Oaxaca
Santa María Ecatepec;MX;20;Oaxaca
Santa María del Tule;MX;20;Oaxaca
Santa María del Monte;MX;15;México
Santa María del Monte;MX;21;Puebla
Pino Suárez;MX;13;Hidalgo
Coyomeapan;MX;21;Puebla
Santa María Cortijo;MX;20;Oaxaca
Coronango;MX;21;Puebla
Santa María Colotepec;MX;20;Oaxaca
Santa María Chimalhuacán;MX;15;México
Santa María Chilapa de Díaz;MX;20;Oaxaca
Santa María Chicometepec;MX;20;Oaxaca
Santa María Chachoápam;MX;20;Oaxaca
Santa María Camotlán;MX;20;Oaxaca
Santa María Atzompa;MX;20;Oaxaca
Ayoquezco de Aldama;MX;20;Oaxaca
Santa María Atlihuetzian;MX;29;Tlaxcala
Santa María Actipac;MX;15;México
Atarasquillo;MX;15;México
Heroica Ciudad de Tlaxiaco;MX;20;Oaxaca
Santa María Apaxco;MX;15;México
Santa María Apazco;MX;20;Oaxaca
Santa María Amajac;MX;13;Hidalgo
Alotepec;MX;20;Oaxaca
Santa María Ajoloapan;MX;15;México
Acuexcomac;MX;21;Puebla
Santa María Acú;MX;31;Yucatán
Santa María;MX;15;México
Santa María Citendejé;MX;15;México
Santa María Huecatitla;MX;15;México
Santa María;MX;12;Guerrero
Santa Rita;MX;05;Chiapas
Santa María Huamelula;MX;20;Oaxaca
Santa Margarita Huitepec;MX;20;Oaxaca
Santa Lucía;MX;20;Oaxaca
Sanata Lucía;MX;15;México
Santa Isabel Ixtapan;MX;15;México
Santa Isabel Cholula;MX;21;Puebla
Santa Isabel Chalma;MX;15;México
Santa Inés Varela la Luz;MX;21;Puebla
Tecuexcomac;MX;29;Tlaxcala
Santa Inés del Monte;MX;20;Oaxaca
Ahuatempan;MX;21;Puebla
Santa Gertrudis Miramar;MX;20;Oaxaca
Santa Gertrudis;MX;15;México
Santa Gertrudis;MX;20;Oaxaca
Santa Fe Tepetlapa;MX;12;Guerrero
Guillermo Zúñiga;MX;28;Tamaulipas
Santa Elena;MX;31;Yucatán
Huiloapan;MX;29;Tlaxcala
Santa Cruz Xoxocotlán;MX;20;Oaxaca
Santa Cruz Xitla;MX;20;Oaxaca
Manzana Tercera de Santa Cruz Tepexpan;MX;15;México
Tecámac;MX;15;México
Santa Cruz Tayata;MX;20;Oaxaca
Santa Cruz Tacache de Mina;MX;20;Oaxaca
Santa Cruz Ozolotepec;MX;20;Oaxaca
Santa Cruz Nundaco;MX;20;Oaxaca
Santa Cruz Mixtepec;MX;20;Oaxaca
Santa Cruz Lachixolana;MX;20;Oaxaca
Santa Cruz Tlaxcala;MX;29;Tlaxcala
Santa Cruz Cuauhtenco;MX;15;México
Santa Cruz;MX;13;Hidalgo
Santa Cruz Ex-Hacienda;MX;04;Campeche
Santa Cruz Pueblo;MX;04;Campeche
Santa Cruz Ayotuxco;MX;15;México
Santa Clara;MX;21;Puebla
Santa Clara Huitziltepec;MX;21;Puebla
Santa Cecilia Jalieza;MX;20;Oaxaca
Santa Catarina Yecahuizotl;MX;09;Mexico City
Santa Catarina Tlaltempan;MX;21;Puebla
Santa Catarina Tayata;MX;20;Oaxaca
Santa Catarina Quiané;MX;20;Oaxaca
Pantelhó;MX;05;Chiapas
Santa Catarina Otzolotepec;MX;21;Puebla
Santa Catarina Minas;MX;20;Oaxaca
Santa Catarina Mechoacán;MX;20;Oaxaca
Santa Catarina Loxicha;MX;20;Oaxaca
Santa Catarina Juquila;MX;20;Oaxaca
Santa Catarina Cuixtla;MX;20;Oaxaca
Santa Catarina Ayotzingo;MX;15;México
Santa Catarina;MX;24;San Luis Potosí
Santa Catarina del Monte;MX;15;México
Santa Catarina;MX;17;Morelos
Santa Catalina;MX;30;Veracruz
Santa Apolonia Teacalco;MX;29;Tlaxcala
Santa Ana Tlapacoyan;MX;20;Oaxaca
Santa Ana Tlacotenco;MX;09;Mexico City
Teloxtoc;MX;21;Puebla
Santa Ana Nextlalpan;MX;15;México
Santa Ana Necoxtla;MX;21;Puebla
Santa Ana Jilotzingo;MX;15;México
Santa Anita Huiloac;MX;29;Tlaxcala
Santa Ana Hueytlalpan;MX;13;Hidalgo
Santa Ana del Valle;MX;20;Oaxaca
Santa Ana de Allende;MX;13;Hidalgo
Santa Ana Coatepec;MX;21;Puebla
Santa Ana Coapan;MX;21;Puebla
Santa Ana Chiautempan;MX;29;Tlaxcala
Santa Ana Ahuehuepan;MX;13;Hidalgo
Santa Ana Acozautla;MX;21;Puebla
Santa Ana Ixtlahuatzingo (Santa Ana);MX;15;México
Santa Ana;MX;20;Oaxaca
Santa Ana;MX;20;Oaxaca
Santa Adelaida;MX;28;Tamaulipas
San Simonito;MX;15;México
San Simón;MX;21;Puebla
San Simón Almolongas;MX;20;Oaxaca
San Simón;MX;27;Tabasco
Zinacatepec;MX;21;Puebla
Villanueva;MX;21;Puebla
San Sebastián Tenochtitlán;MX;13;Hidalgo
San Sebastian Teitipac;MX;20;Oaxaca
Tecomaxtlahuaca;MX;20;Oaxaca
San Sebastián Río Hondo;MX;20;Oaxaca
Nopalera;MX;20;Oaxaca
Ixcapa;MX;20;Oaxaca
San Sebastián Etla;MX;20;Oaxaca
San Sebastián de Las Barrancas Sur;MX;22;Querétaro
San Sebastián Coatlán;MX;20;Oaxaca
San Sebastián Abasolo;MX;20;Oaxaca
San Sebastián;MX;30;Veracruz
San Sebastián;MX;21;Puebla
San Sebastián;MX;15;México
Huixcolotla;MX;21;Puebla
San Salvador el Verde;MX;21;Puebla
San Salvador El Seco;MX;21;Puebla
San Salvador Atenco;MX;15;México
San Salvador;MX;13;Hidalgo
San Raymundo Jalpam;MX;20;Oaxaca
San Rafael Zaragoza;MX;17;Morelos
San Rafael Ixtapalucan;MX;21;Puebla
San Rafael Calería;MX;30;Veracruz
San Rafael;MX;31;Yucatán
San Rafael;MX;30;Veracruz
San Rafael;MX;15;México
San Quintín;MX;05;Chiapas
San Pedro y San Pablo Tequistepec;MX;20;Oaxaca
Teposcolula;MX;20;Oaxaca
Villa de Etla;MX;20;Oaxaca
Ayutla;MX;20;Oaxaca
San Pedro Yólox;MX;20;Oaxaca
San Pedro Totolápam;MX;20;Oaxaca
San Pedro Topiltepec;MX;20;Oaxaca
San Pedro Tlanixco;MX;15;México
San Pedro Tidaá;MX;20;Oaxaca
San Juan y San Pedro Tezompa;MX;15;México
Teutila;MX;20;Oaxaca
San Pedro Tetitlán;MX;21;Puebla
San Pedro Taviche;MX;20;Oaxaca
San Pedro Tapanatepec;MX;20;Oaxaca
San Pedro Quiatoni;MX;20;Oaxaca
San Pedro Pochutla;MX;20;Oaxaca
San Pedro Petlacotla;MX;21;Puebla
San Pedro Ocotepec;MX;20;Oaxaca
San Pedro Mixtepec;MX;20;Oaxaca
San Pedro Mixtepec;MX;20;Oaxaca
San Pedro Mártir Quiechapa;MX;20;Oaxaca
San Pedro Mártir;MX;30;Veracruz
San Pedro Los Baños;MX;15;México
San Pedro Juchaltengo;MX;20;Oaxaca
San Pedro Jicayán;MX;20;Oaxaca
Jaltepetongo;MX;20;Oaxaca
San Pedro Ixtlahuaca;MX;20;Oaxaca
San Pedro Itztla;MX;21;Puebla
San Pedro Ixcatlán;MX;20;Oaxaca
San Pedro Huilotepec;MX;20;Oaxaca
San Pedro Huaquilpan;MX;13;Hidalgo
San Pedro Huamelula;MX;20;Oaxaca
San Pedro el Alto;MX;15;México
San Pedro el Alto;MX;15;México
San Pedro Ecatepec;MX;29;Tlaxcala
San Pedro de los Metates;MX;15;México
San Pedro Cuayuca;MX;21;Puebla
Cajonos;MX;20;Oaxaca
San Pedro Buenavista;MX;05;Chiapas
San Pedro Atoyac;MX;20;Oaxaca
Ciudad de Atlixco;MX;21;Puebla
San Pedro Arriba;MX;15;México
San Pedro Apóstol;MX;20;Oaxaca
San Pedro Tlachichilco;MX;13;Hidalgo
Yaganiza;MX;20;Oaxaca
San Pablo Villa de Mitla;MX;20;Oaxaca
San Pablo;MX;22;Querétaro
Tepetzingo;MX;21;Puebla
San Pablo Tecalco;MX;15;México
San Pablo Macuiltianguis;MX;20;Oaxaca
San Pablo Ixayoc;MX;15;México
San Pablo Huixtepec;MX;20;Oaxaca
San Pablo Huitzo;MX;20;Oaxaca
San Pablo Güilá;MX;20;Oaxaca
San Pablo Etla;MX;20;Oaxaca
San Pablo de las Tunas;MX;21;Puebla
San Pablo de las Salinas;MX;15;México
San Pablo Coatlán;MX;20;Oaxaca
Chalchihuitán;MX;05;Chiapas
San Pablo Autopan;MX;15;México
San Pablo Atlazalpan;MX;15;México
Apetatitlán Antonio Carbajal;MX;29;Tlaxcala
San Pablo Anicano;MX;21;Puebla
San Pablito;MX;21;Puebla
Temextla;MX;21;Puebla
San Nicolás el Chico;MX;13;Hidalgo
San Nicolás de los Ranchos;MX;21;Puebla
San Nicolas Buenos Aires;MX;21;Puebla
Coatepec;MX;15;México
San Nicolás;MX;28;Tamaulipas
San Nicolás;MX;24;San Luis Potosí
San Nicolás;MX;22;Querétaro
San Nicolás;MX;13;Hidalgo
San Nicolás;MX;12;Guerrero
Zozutla;MX;21;Puebla
Zinacantepec;MX;15;México
Zacaola;MX;21;Puebla
San Miguel Xoxtla;MX;21;Puebla
Tonalixco;MX;21;Puebla
San Miguel Contla;MX;29;Tlaxcala
San Miguel Tlacamama;MX;20;Oaxaca
San Miguel Tilquiapam;MX;20;Oaxaca
San Miguel Tetepelcingo;MX;20;Oaxaca
San Miguel Tenextatiloyan;MX;21;Puebla
San Miguel Tenango;MX;20;Oaxaca
San Miguel Tecuitlapa;MX;21;Puebla
Tecuanipa;MX;21;Puebla
Villa Talea de Castro;MX;20;Oaxaca
San Miguel Suchixtepec;MX;20;Oaxaca
Villa Sola de Vega;MX;20;Oaxaca
San Miguel Quetzaltepec;MX;20;Oaxaca
San Miguel Peras;MX;20;Oaxaca
San Miguel Panixtlahuaca;MX;20;Oaxaca
San Miguel Oxtotilpan;MX;15;México
San Miguel Mimlapan;MX;15;México
San Miguel Ixitlán;MX;21;Puebla
Huautepec;MX;20;Oaxaca
San Miguel el Grande;MX;12;Guerrero
San Miguel el Grande Villa Juárez;MX;20;Oaxaca
San Miguel Ejutla;MX;20;Oaxaca
San Miguel del Puerto;MX;20;Oaxaca
San Miguel de La Victoria;MX;15;México
San Miguel Coatlinchán;MX;15;México
San Miguel Coatlán;MX;20;Oaxaca
San Miguel Chimalapa;MX;20;Oaxaca
Chapultepec;MX;15;México
San Miguel Canoa;MX;21;Puebla
San Miguel Balderas;MX;15;México
San Miguel Aloápam;MX;20;Oaxaca
San Miguel Ajusco;MX;09;Mexico City
San Miguel Achiutla;MX;20;Oaxaca
San Miguel Tenochtitlán;MX;15;México
San Miguel Enyege;MX;15;México
San Miguel Almoloyan;MX;15;México
San Miguel;MX;15;México
San Miguel Tecuiciapan;MX;12;Guerrero
San Matias Tlalancaleca;MX;21;Puebla
San Mateo Xoloc;MX;15;México
Tlaixpan;MX;21;Puebla
San Mateo Texcalyacac;MX;15;México
San Mateo Tecalco;MX;15;México
Sindihui;MX;20;Oaxaca
San Mateo Piñas;MX;20;Oaxaca
San Mateo Parra;MX;21;Puebla
San Mateo Nejápam;MX;20;Oaxaca
Mexicaltzingo;MX;15;México
San Mateo Ixtacalco;MX;15;México
San Mateo Yoloxochitlán;MX;20;Oaxaca
San Mateo del Mar;MX;20;Oaxaca
San Mateo Coapexco;MX;15;México
San Mateo Cajonos;MX;20;Oaxaca
San Mateo Atenco;MX;15;México
San Mateo Almomoloha;MX;15;México
San Mateo;MX;13;Hidalgo
San Mateo Ixtlahuaca;MX;15;México
San Mateo;MX;15;México
Xaltocan;MX;29;Tlaxcala
Toxpalan;MX;20;Oaxaca
Totoltepec;MX;21;Puebla
San Martín Tlapala;MX;21;Puebla
San Martin Texmelucan de Labastida;MX;21;Puebla
Peras;MX;12;Guerrero
San Martín Ojo de Agua;MX;21;Puebla
San Pedro la Joya;MX;21;Puebla
San Martín de los Canseco;MX;20;Oaxaca
San Martín de las Pirámides;MX;15;México
San Martín Chalchicuautla;MX;24;San Luis Potosí
San Martín Cachihuapan;MX;15;México
San Martín Tuchicuitlapilco;MX;15;México
San Marcos Tlacoyalco;MX;21;Puebla
San Marcos Guaquilpan;MX;29;Tlaxcala
San Marcos;MX;13;Hidalgo
San Marcos de León;MX;30;Veracruz
San Marcos;MX;12;Guerrero
San Marcial Ozolotepec;MX;20;Oaxaca
Teolocholco;MX;29;Tlaxcala
Temalacayuca;MX;21;Puebla
San Luis Tehuiloyocan;MX;21;Puebla
San Luis Ayucán;MX;15;México
San Luis Amatlán;MX;20;Oaxaca
San Luis Acatlán;MX;12;Guerrero
Capitán Luis Ángel Vidal;MX;05;Chiapas
San Lucas el Viejo;MX;21;Puebla
Tejaluca;MX;21;Puebla
San Lucas Tecopilco;MX;29;Tlaxcala
San Lucas Quiavini;MX;20;Oaxaca
San Lucas Ojitlán;MX;20;Oaxaca
San Lucas Camotlán;MX;20;Oaxaca
San Lucas;MX;15;México
San Lorenzo Toxico;MX;15;México
Texmelucan;MX;20;Oaxaca
San Lorenzo Oyamel;MX;15;México
Ometepec;MX;21;Puebla
San Lorenzo Cuauhtenco;MX;15;México
San Lorenzo Chiautzingo;MX;21;Puebla
Almecatla;MX;21;Puebla
San Lorenzo Cuaunecuiltitla;MX;20;Oaxaca
San Lorenzo;MX;20;Oaxaca
San Julián;MX;30;Veracruz
San Juan Zitlaltepec;MX;15;México
San Juan Yatzona;MX;20;Oaxaca
San Juan Yaee;MX;20;Oaxaca
San Juan Xiutetelco;MX;21;Puebla
San Juan Tuxtepec;MX;15;México
San Juan;MX;13;Hidalgo
Tianguismanalco;MX;21;Puebla
San Juan Tetla;MX;21;Puebla
San Juan Tepa;MX;13;Hidalgo
Teotihuacán;MX;15;México
Tejupa;MX;21;Puebla
San Juan Tejaluca;MX;21;Puebla
San Juan Solís;MX;13;Hidalgo
San Juan Quiotepec;MX;20;Oaxaca
San Juan Quiahue;MX;20;Oaxaca
San Juan Ozolotepec;MX;20;Oaxaca
San Juan Mixtepec;MX;20;Oaxaca
San Juan Mixtepec;MX;20;Oaxaca
San Juan Mazatlán;MX;20;Oaxaca
San Juan de los Cues;MX;20;Oaxaca
San Juán Lachigalla;MX;20;Oaxaca
San Juan Juquila Vijanos;MX;20;Oaxaca
San Juan Juquila;MX;20;Oaxaca
San Juan Jaltepec;MX;20;Oaxaca
Ixtenco;MX;29;Tlaxcala
San Juan Ixtayopan;MX;09;Mexico City
San Juan Ixcaquixtla;MX;21;Puebla
San Juan Ihualtepec;MX;20;Oaxaca
San Juan Guichicovi;MX;20;Oaxaca
San Juan Guelavía;MX;20;Oaxaca
San Juan Evangelista;MX;30;Veracruz
San Juan Epatlán;MX;21;Puebla
San Juan Diuxi;MX;20;Oaxaca
San Juan del Río;MX;22;Querétaro
San Juan del Río;MX;20;Oaxaca
San Juan de los Reyes (Luis Valenzuela);MX;30;Veracruz
San Juan del Estado;MX;20;Oaxaca
San Juan de las Huertas;MX;15;México
San Juan Cuautla;MX;21;Puebla
San Juan Cotzocón;MX;20;Oaxaca
San Juan Coatzospam;MX;20;Oaxaca
San Juan Chilateca;MX;20;Oaxaca
San Juan Cacahuatepec;MX;20;Oaxaca
Valle Nacional;MX;20;Oaxaca
Tuxtepec;MX;20;Oaxaca
Tlacoatzintepec;MX;20;Oaxaca
Tlachichilco;MX;20;Oaxaca
Teacalco;MX;15;México
San Juan Bautista Lo de Soto;MX;20;Oaxaca
Cuicatlan;MX;20;Oaxaca
Coixtlahuaca;MX;20;Oaxaca
Animas Trujano;MX;20;Oaxaca
San Juan Atzompa;MX;21;Puebla
San Juan Atzingo;MX;21;Puebla
San Juan Atepec;MX;20;Oaxaca
San Juan Atenco;MX;21;Puebla
San Juan Amecac;MX;21;Puebla
San Juan Achiutla;MX;20;Oaxaca
San Acateno;MX;21;Puebla
San Juan;MX;19;Nuevo León
San José Tlacuitlapan;MX;21;Puebla
San José Tenango;MX;20;Oaxaca
Miahuatlán;MX;21;Puebla
San José Lachiguirí;MX;20;Oaxaca
Ixtapa;MX;21;Puebla
San José Estancia Grande;MX;20;Oaxaca
San José de las Flores;MX;20;Oaxaca
San José de Gracia;MX;21;Puebla
San José Corral Blanco;MX;21;Puebla
San José Chiltepec;MX;20;Oaxaca
San José las Chicharras;MX;05;Chiapas
San José Chiapa;MX;21;Puebla
San José Ayuquila;MX;20;Oaxaca
San José Atlán;MX;13;Hidalgo
Alchichica;MX;21;Puebla
San José Acateno;MX;21;Puebla
San José Tzal;MX;31;Yucatán
San José del Progreso;MX;20;Oaxaca
San Joaquín;MX;22;Querétaro
San Joaquín;MX;13;Hidalgo
San Joaquín Coapango;MX;15;México
San Jerónimo Xayacatlán;MX;21;Puebla
Tecuanipan;MX;21;Puebla
San Jerónimo Tecóatl;MX;20;Oaxaca
San Jerónimo Taviche;MX;20;Oaxaca
San Jerónimo Sosola;MX;20;Oaxaca
San Jerónimo Silacayoapilla;MX;20;Oaxaca
San Jerónimo Ocotitla;MX;21;Puebla
Ixtapantongo;MX;15;México
San Jerónimo Coatlán;MX;20;Oaxaca
San Jerónimo Axochitlán;MX;21;Puebla
San Jerónimo;MX;15;México
San Jacinto;MX;15;México
San Isidro Apango;MX;20;Oaxaca
San Isidro;MX;21;Puebla
San Isidro;MX;30;Veracruz
San Isidro;MX;30;Veracruz
San Ildefonso Villa Alta;MX;20;Oaxaca
San Ildefonso Amatlán;MX;20;Oaxaca
San Ildefonso Tultepec;MX;22;Querétaro
San Ildefonso;MX;15;México
San Hipólito;MX;21;Puebla
San Gregorio Cuautzingo;MX;15;México
San Gregorio Atzompa;MX;21;Puebla
San Gregorio;MX;13;Hidalgo
San Germán;MX;28;Tamaulipas
San Gaspar Tonatico;MX;15;México
San Gabriel Mixtepec;MX;20;Oaxaca
San Gabriel Chilac;MX;21;Puebla
San Gabriel;MX;13;Hidalgo
San Gabriel las Palmas;MX;17;Morelos
San Francisco Zacacalco;MX;15;México
San Francisco Tlalcilalcalpan;MX;15;México
San Francisco Tetlanohcan;MX;29;Tlaxcala
San Francisco Tepexoxica;MX;15;México
San Francisco Telixtlahuaca;MX;20;Oaxaca
San Francisco Sola;MX;20;Oaxaca
San Francisco Ozolotepec;MX;20;Oaxaca
San Francisco Oxtotilpan;MX;15;México
Mixtla;MX;21;Puebla
San Francisco Logueche;MX;20;Oaxaca
San Francisco Lachigoló;MX;20;Oaxaca
San Francisco Huehuetlán;MX;20;Oaxaca
San Francisco del Mar Viejo;MX;20;Oaxaca
San Francisco Coatlán;MX;20;Oaxaca
San Francisco Chindúa;MX;20;Oaxaca
San Francisco;MX;15;México
San Francisco Cajonos;MX;20;Oaxaca
Atexcatzingo;MX;29;Tlaxcala
San Francisco Acuautla;MX;15;México
San Francisco;MX;24;San Luis Potosí
San Francisco;MX;30;Veracruz
San Francisco;MX;13;Hidalgo
Occidente (San Francisco);MX;27;Tabasco
San Francisco Ozomatlán;MX;12;Guerrero
San Fernando;MX;05;Chiapas
San Félix Hidalgo;MX;21;Puebla
San Felipe Usila;MX;20;Oaxaca
Teotlaltzingo;MX;21;Puebla
San Felipe Otlaltepec;MX;21;Puebla
San Felipe Jalapa de Díaz;MX;20;Oaxaca
Villa Mariano Matamoros;MX;29;Tlaxcala
San Felipe del Progreso;MX;15;México
San Felipe Coamango;MX;15;México
San Felipe;MX;31;Yucatán
San Esteban Tizatlán;MX;29;Tlaxcala
Necoxcalco;MX;21;Puebla
Cuecuecuatitla;MX;15;México
Cuautempan;MX;21;Puebla
San Esteban Atatlahuca;MX;20;Oaxaca
San Esteban;MX;13;Hidalgo
Yauhquemehcan;MX;29;Tlaxcala
San Dionisio Ocotlán;MX;20;Oaxaca
San Dionisio Ocotepec;MX;20;Oaxaca
San Dionisio del Mar;MX;20;Oaxaca
Xochimanca;MX;15;México
San Diego Linares;MX;17;Morelos
San Diego Huehuecalco;MX;15;México
Ejido San Diego;MX;15;México
Sanctórum;MX;29;Tlaxcala
Sanctorum;MX;21;Puebla
San Pedro de los Baños;MX;15;México
San Cristóbal Lachirioag;MX;20;Oaxaca
San Cristóbal de las Casas;MX;05;Chiapas
San Cristóbal Amoltepec;MX;20;Oaxaca
San Cristóbal Amatlán;MX;20;Oaxaca
San Cristóbal;MX;12;Guerrero
San Cristóbal;MX;12;Guerrero
San Ciro de Acosta;MX;24;San Luis Potosí
San Carlos Yautepec;MX;20;Oaxaca
San Carlos;MX;28;Tamaulipas
San Carlos;MX;21;Puebla
San Caralampio;MX;05;Chiapas
San Buenaventura;MX;13;Hidalgo
San Buenaventura;MX;15;México
San Bernardo Mixtepec;MX;20;Oaxaca
San Bernardino Lagunas;MX;21;Puebla
San Bernardino;MX;15;México
Amaxac de Guerrero;MX;29;Tlaxcala
San Bartolo Yautepec;MX;20;Oaxaca
San Bartolo Tutotepec;MX;13;Hidalgo
Teontepec;MX;21;Puebla
Soyaltepec;MX;20;Oaxaca
San Bartolo Oxtotitlán;MX;15;México
San Bartolomé Loxícha;MX;20;Oaxaca
San Bartolomé Ayautla;MX;20;Oaxaca
San Bartolo del Llano;MX;15;México
San Bartolo Cuautlalpan;MX;15;México
San Bartolome Xicomulco;MX;09;Mexico City
San Baltazar Loxicha;MX;20;Oaxaca
San Baltazar Guelavila;MX;20;Oaxaca
San Baltazar Chichicapam;MX;20;Oaxaca
Xochitlaxco (San Baltazar);MX;21;Puebla
San Baltazar Atlimeyaya;MX;21;Puebla
Zoyatzingo;MX;15;México
San Antonio Zaragoza;MX;13;Hidalgo
Texcala;MX;21;Puebla
San Antonio Sahcabchén;MX;04;Campeche
San Antonio Rayón;MX;28;Tamaulipas
San Antonio Ocotlán;MX;20;Oaxaca
Nanahuatípam;MX;20;Oaxaca
San Antonio de la Cal;MX;22;Querétaro
Cuaxomulco;MX;29;Tlaxcala
San Antonio Cañada;MX;21;Puebla
San Antonio;MX;24;San Luis Potosí
San Antonio;MX;13;Hidalgo
San Antonio el Grande;MX;13;Hidalgo
San Antonio;MX;21;Puebla
San Antonio la Isla;MX;15;México
San Andrés Zautla;MX;20;Oaxaca
San Andrés Yaá;MX;20;Oaxaca
San Andrés Tuxtla;MX;30;Veracruz
San Andrés Timilpan;MX;15;México
Tepetlapa;MX;20;Oaxaca
San Andrés Tepetitlán;MX;15;México
San Andrés Teotilalpam;MX;20;Oaxaca
San Andrés Tenejapan;MX;30;Veracruz
San Andrés Solaga;MX;20;Oaxaca
San Andrés Sinaxtla;MX;20;Oaxaca
San Andrés Payuca;MX;21;Puebla
San Andrés Paxtlán;MX;20;Oaxaca
San Andrés Ixtlahuaca;MX;20;Oaxaca
San Andrés Hueyacatitla;MX;21;Puebla
San Andrés Huayápam;MX;20;Oaxaca
San Andrés Huaxpaltepec;MX;20;Oaxaca
San Andrés Calpan;MX;21;Puebla
San Andrés Cacaloapan;MX;21;Puebla
San Andrés;MX;13;Hidalgo
San Andrés;MX;13;Hidalgo
San Andrés del Pedregal;MX;15;México
Sanahcat;MX;31;Yucatán
San Agustín Zapotlán;MX;13;Hidalgo
San Agustín Tlaxiaca;MX;13;Hidalgo
San Agustín Oapan;MX;12;Guerrero
San Agustín Loxicha;MX;20;Oaxaca
San Agustín Huixaxtla;MX;21;Puebla
San Agustín Etla;MX;20;Oaxaca
San Agustín Amatengo;MX;20;Oaxaca
San Agustin de las Juntas;MX;20;Oaxaca
Samahil;MX;31;Yucatán
Salto de Agua;MX;05;Chiapas
Saltillo;MX;21;Puebla
Saltabarranca;MX;30;Veracruz
Salitrillo;MX;15;México
Salinas;MX;30;Veracruz
Salina Cruz;MX;20;Oaxaca
Salazar;MX;15;México
Saladero;MX;30;Veracruz
Sahcaba;MX;31;Yucatán
Sacalum;MX;31;Yucatán
Sabidos;MX;23;Quintana Roo
Sabanillas;MX;12;Guerrero
Sabanilla;MX;05;Chiapas
Sabancuy;MX;04;Campeche
Sabanas de Xalostoc;MX;30;Veracruz
Saban;MX;23;Quintana Roo
El Rosario;MX;20;Oaxaca
San Roque;MX;20;Oaxaca
Juan Rodríguez Clara;MX;30;Veracruz
Rizo de Oro;MX;05;Chiapas
Rioverde;MX;24;San Luis Potosí
Río Lagartos;MX;31;Yucatán
Río Grande;MX;20;Oaxaca
Río Frío de Juárez;MX;15;México
Ciudad Río Bravo;MX;28;Tamaulipas
Río Blanco;MX;30;Veracruz
Colonia Rincón Viejo;MX;20;Oaxaca
Rincón Moreno;MX;20;Oaxaca
Rincón de Guadalupe;MX;15;México
Rinconada;MX;30;Veracruz
Ricardo Flores Magón;MX;28;Tamaulipas
